"Lookup"	"Year"	"Sector"	"End Use"	"Fuel"	"Value"
"2018TransportNon-heat purposesTotal"	2018	"Transport"	"Non-heat purposes"	"Total"	56954.2057705784
"2018TotalSpace heatingTotal"	2018	"Total"	"Space heating"	"Total"	38546.5177831152
"2018TotalWater heatingTotal"	2018	"Total"	"Water heating"	"Total"	8389.39198906942
"2018TotalCooking/cateringTotal"	2018	"Total"	"Cooking/catering"	"Total"	3256.74605450798
"2018TotalProcess useTotal"	2018	"Total"	"Process use"	"Total"	9082.64229316284
"2018TotalDrying/separationTotal"	2018	"Total"	"Drying/separation"	"Total"	1806.17628530602
"2018TotalUnkown (heat)Total"	2018	"Total"	"Unkown (heat)"	"Total"	2129.16489508092
"2018TotalHeat totalTotal"	2018	"Total"	"Heat total"	"Total"	63210.6393002424
"2018TotalComputingTotal"	2018	"Total"	"Computing"	"Total"	825.063000458634
"2018TotalCooling and ventilationTotal"	2018	"Total"	"Cooling and ventilation"	"Total"	1109.05149904878
"2018TotalLighting and appliancesTotal"	2018	"Total"	"Lighting and appliances"	"Total"	8618.36122972544
"2018TotalMotorsTotal"	2018	"Total"	"Motors"	"Total"	2691.99615012066
"2018TotalCompressed airTotal"	2018	"Total"	"Compressed air"	"Total"	759.948734900368
"2018TotalRefrigerationTotal"	2018	"Total"	"Refrigeration"	"Total"	455.065085581609
"2018TotalOtherTotal"	2018	"Total"	"Other"	"Total"	5061.33891766168
"2018TotalTransportTotal"	2018	"Total"	"Transport"	"Total"	56954.2057705784
"2018TotalNon-heat totalTotal"	2018	"Total"	"Non-heat total"	"Total"	76475.0303880755
"2018TotalOverall totalTotal"	2018	"Total"	"Overall total"	"Total"	139685.669688318
"2018TotalOverall total excluding transportTotal"	2018	"Total"	"Overall total excluding transport"	"Total"	82731.4639177395
"2017DomesticSpace heatingTotal"	2017	"Domestic"	"Space heating"	"Total"	25519.5537102118
"2017DomesticHeat totalTotal"	2017	"Domestic"	"Heat total"	"Total"	33212.579005537
"2017DomesticLighting and appliancesTotal"	2017	"Domestic"	"Lighting and appliances"	"Total"	6661.67235120989
"2017DomesticOverall totalTotal"	2017	"Domestic"	"Overall total"	"Total"	39874.2513567469
"2017ServiceSpace heatingTotal"	2017	"Service"	"Space heating"	"Total"	9305.74554005813
"2017ServiceWater heatingTotal"	2017	"Service"	"Water heating"	"Total"	1320.60099844603
"2017ServiceCooking/cateringTotal"	2017	"Service"	"Cooking/catering"	"Total"	2137.29817845826
"2017ServiceHeat totalTotal"	2017	"Service"	"Heat total"	"Total"	12763.6447169624
"2017ServiceComputingTotal"	2017	"Service"	"Computing"	"Total"	829.850615550553
"2017ServiceCooling and ventilationTotal"	2017	"Service"	"Cooling and ventilation"	"Total"	1115.2715832152
"2017ServiceLightingTotal"	2017	"Service"	"Lighting"	"Total"	1822.24719934201
"2017ServiceOtherTotal"	2017	"Service"	"Other"	"Total"	3433.38547622862
"2017ServiceOverall totalTotal"	2017	"Service"	"Overall total"	"Total"	19964.3995912988
"2017IndustrySpace heatingTotal"	2017	"Industry"	"Space heating"	"Total"	1901.53628860978
"2017IndustryHigh temperature processTotal"	2017	"Industry"	"High temperature process"	"Total"	3559.00563153262
"2017IndustryLow temperature processTotal"	2017	"Industry"	"Low temperature process"	"Total"	5495.27459744963
"2017IndustryDrying/separationTotal"	2017	"Industry"	"Drying/separation"	"Total"	1786.96138168252
"2017IndustryUnkown (heat)Total"	2017	"Industry"	"Unkown (heat)"	"Total"	1957.90585775701
"2017IndustryHeat totalTotal"	2017	"Industry"	"Heat total"	"Total"	14700.6837570316
"2017IndustryMotorsTotal"	2017	"Industry"	"Motors"	"Total"	2664.02896984825
"2017IndustryCompressed airTotal"	2017	"Industry"	"Compressed air"	"Total"	759.655260319318
"2017IndustryLightingTotal"	2017	"Industry"	"Lighting"	"Total"	228.988517933384
"2017IndustryRefrigerationTotal"	2017	"Industry"	"Refrigeration"	"Total"	436.849745669119
"2017IndustryOtherTotal"	2017	"Industry"	"Other"	"Total"	1594.99838091765
"2017IndustryOverall totalTotal"	2017	"Industry"	"Overall total"	"Total"	20385.2046317193
"2017TransportNon-heat purposesTotal"	2017	"Transport"	"Non-heat purposes"	"Total"	57002.0651304642
"2017TotalSpace heatingTotal"	2017	"Total"	"Space heating"	"Total"	36726.8355388797
"2017TotalWater heatingTotal"	2017	"Total"	"Water heating"	"Total"	7927.36939045873
"2017TotalCooking/cateringTotal"	2017	"Total"	"Cooking/catering"	"Total"	3223.5550817708
"2017TotalProcess useTotal"	2017	"Total"	"Process use"	"Total"	9054.28022898226
"2017TotalDrying/separationTotal"	2017	"Total"	"Drying/separation"	"Total"	1786.96138168252
"2017TotalUnkown (heat)Total"	2017	"Total"	"Unkown (heat)"	"Total"	1957.90585775701
"2017TotalHeat totalTotal"	2017	"Total"	"Heat total"	"Total"	60676.907479531
"2017TotalComputingTotal"	2017	"Total"	"Computing"	"Total"	829.850615550553
"2017TotalCooling and ventilationTotal"	2017	"Total"	"Cooling and ventilation"	"Total"	1115.2715832152
"2017TotalLighting and appliancesTotal"	2017	"Total"	"Lighting and appliances"	"Total"	8712.90806848529
"2017TotalMotorsTotal"	2017	"Total"	"Motors"	"Total"	2664.02896984825
"2017TotalCompressed airTotal"	2017	"Total"	"Compressed air"	"Total"	759.655260319318
"2017TotalRefrigerationTotal"	2017	"Total"	"Refrigeration"	"Total"	436.849745669119
"2017TotalOtherTotal"	2017	"Total"	"Other"	"Total"	5028.38385714627
"2017TotalTransportTotal"	2017	"Total"	"Transport"	"Total"	57002.0651304642
"2017TotalNon-heat totalTotal"	2017	"Total"	"Non-heat total"	"Total"	76549.0132306982
"2017TotalOverall totalTotal"	2017	"Total"	"Overall total"	"Total"	137225.920710229
"2017TotalOverall total excluding transportTotal"	2017	"Total"	"Overall total excluding transport"	"Total"	80223.855579765
"2016DomesticSpace heatingTotal"	2016	"Domestic"	"Space heating"	"Total"	26107.364697655
"2016DomesticHeat totalTotal"	2016	"Domestic"	"Heat total"	"Total"	34457.2987983387
"2016DomesticLighting and appliancesTotal"	2016	"Domestic"	"Lighting and appliances"	"Total"	6655.92777775534
"2016DomesticOverall totalTotal"	2016	"Domestic"	"Overall total"	"Total"	41113.226576094
"2016ServiceSpace heatingTotal"	2016	"Service"	"Space heating"	"Total"	9453.018361747
"2016ServiceWater heatingTotal"	2016	"Service"	"Water heating"	"Total"	1341.21305271297
"2016ServiceCooking/cateringTotal"	2016	"Service"	"Cooking/catering"	"Total"	2162.69940108965
"2016ServiceHeat totalTotal"	2016	"Service"	"Heat total"	"Total"	12956.9308155496
"2016ServiceComputingTotal"	2016	"Service"	"Computing"	"Total"	837.900806570792
"2016ServiceCooling and ventilationTotal"	2016	"Service"	"Cooling and ventilation"	"Total"	1125.79967437606
"2016ServiceLightingTotal"	2016	"Service"	"Lighting"	"Total"	1839.92440264331
"2016ServiceOtherTotal"	2016	"Service"	"Other"	"Total"	3468.7333607568
"2016ServiceOverall totalTotal"	2016	"Service"	"Overall total"	"Total"	20229.2890598966
"2016IndustrySpace heatingTotal"	2016	"Industry"	"Space heating"	"Total"	1920.37857759464
"2016IndustryHigh temperature processTotal"	2016	"Industry"	"High temperature process"	"Total"	3680.01432931917
"2016IndustryLow temperature processTotal"	2016	"Industry"	"Low temperature process"	"Total"	5403.92950259805
"2016IndustryDrying/separationTotal"	2016	"Industry"	"Drying/separation"	"Total"	1761.27440014513
"2016IndustryUnkown (heat)Total"	2016	"Industry"	"Unkown (heat)"	"Total"	1912.35152554177
"2016IndustryHeat totalTotal"	2016	"Industry"	"Heat total"	"Total"	14677.9483351987
"2016IndustryMotorsTotal"	2016	"Industry"	"Motors"	"Total"	2719.12548527349
"2016IndustryCompressed airTotal"	2016	"Industry"	"Compressed air"	"Total"	770.786554193962
"2016IndustryLightingTotal"	2016	"Industry"	"Lighting"	"Total"	229.235448219791
"2016IndustryRefrigerationTotal"	2016	"Industry"	"Refrigeration"	"Total"	432.869242811657
"2016IndustryOtherTotal"	2016	"Industry"	"Other"	"Total"	1584.47583042189
"2016IndustryOverall totalTotal"	2016	"Industry"	"Overall total"	"Total"	20414.4408961195
"2016TransportNon-heat purposesTotal"	2016	"Transport"	"Non-heat purposes"	"Total"	56000.5331105983
"2016TotalSpace heatingTotal"	2016	"Total"	"Space heating"	"Total"	37480.7616369966
"2016TotalWater heatingTotal"	2016	"Total"	"Water heating"	"Total"	8523.22820850774
"2016TotalCooking/cateringTotal"	2016	"Total"	"Cooking/catering"	"Total"	3330.61834597861
"2016TotalProcess useTotal"	2016	"Total"	"Process use"	"Total"	9083.94383191721
"2016TotalDrying/separationTotal"	2016	"Total"	"Drying/separation"	"Total"	1761.27440014513
"2016TotalUnkown (heat)Total"	2016	"Total"	"Unkown (heat)"	"Total"	1912.35152554177
"2016TotalHeat totalTotal"	2016	"Total"	"Heat total"	"Total"	62092.1779490871
"2016TotalComputingTotal"	2016	"Total"	"Computing"	"Total"	837.900806570792
"2016TotalCooling and ventilationTotal"	2016	"Total"	"Cooling and ventilation"	"Total"	1125.79967437606
"2016TotalLighting and appliancesTotal"	2016	"Total"	"Lighting and appliances"	"Total"	8725.08762861845
"2016TotalMotorsTotal"	2016	"Total"	"Motors"	"Total"	2719.12548527349
"2016TotalCompressed airTotal"	2016	"Total"	"Compressed air"	"Total"	770.786554193962
"2016TotalRefrigerationTotal"	2016	"Total"	"Refrigeration"	"Total"	432.869242811657
"2016TotalOtherTotal"	2016	"Total"	"Other"	"Total"	5053.20919117869
"2016TotalTransportTotal"	2016	"Total"	"Transport"	"Total"	56000.5331105983
"2016TotalNon-heat totalTotal"	2016	"Total"	"Non-heat total"	"Total"	75665.3116936214
"2016TotalOverall totalTotal"	2016	"Total"	"Overall total"	"Total"	137757.489642709
"2016TotalOverall total excluding transportTotal"	2016	"Total"	"Overall total excluding transport"	"Total"	81756.9565321102
"2015DomesticSpace heatingGas"	2015	"Domestic"	"Space heating"	"Gas"	18999.27
"2015DomesticWater heatingGas"	2015	"Domestic"	"Water heating"	"Gas"	5965.36
"2015DomesticCooking/cateringGas"	2015	"Domestic"	"Cooking/catering"	"Gas"	622.78
"2015DomesticHeat totalGas"	2015	"Domestic"	"Heat total"	"Gas"	25587.42
"2015DomesticLighting and appliancesGas"	2015	"Domestic"	"Lighting and appliances"	"Gas"	0
"2015DomesticOverall totalGas"	2015	"Domestic"	"Overall total"	"Gas"	25587.42
"2015ServiceSpace heatingGas"	2015	"Service"	"Space heating"	"Gas"	5861.16
"2015ServiceWater heatingGas"	2015	"Service"	"Water heating"	"Gas"	777.96
"2015ServiceCooking/cateringGas"	2015	"Service"	"Cooking/catering"	"Gas"	568.96
"2015ServiceHeat totalGas"	2015	"Service"	"Heat total"	"Gas"	7208.08
"2015ServiceComputingGas"	2015	"Service"	"Computing"	"Gas"	0
"2015ServiceCooling and ventilationGas"	2015	"Service"	"Cooling and ventilation"	"Gas"	2.44
"2015ServiceLightingGas"	2015	"Service"	"Lighting"	"Gas"	0
"2015ServiceOtherGas"	2015	"Service"	"Other"	"Gas"	595.25
"2015ServiceOverall totalGas"	2015	"Service"	"Overall total"	"Gas"	7805.77
"2015IndustrySpace heatingGas"	2015	"Industry"	"Space heating"	"Gas"	994.24
"2015IndustryHigh temperature processGas"	2015	"Industry"	"High temperature process"	"Gas"	1923.19
"2015IndustryLow temperature processGas"	2015	"Industry"	"Low temperature process"	"Gas"	3266.99
"2015IndustryDrying/separationGas"	2015	"Industry"	"Drying/separation"	"Gas"	938.06
"2015IndustryHeat totalGas"	2015	"Industry"	"Heat total"	"Gas"	7122.48
"2015IndustryMotorsGas"	2015	"Industry"	"Motors"	"Gas"	0
"2015IndustryCompressed airGas"	2015	"Industry"	"Compressed air"	"Gas"	0
"2015IndustryLightingGas"	2015	"Industry"	"Lighting"	"Gas"	0
"2015IndustryRefrigerationGas"	2015	"Industry"	"Refrigeration"	"Gas"	0
"2015IndustryOtherGas"	2015	"Industry"	"Other"	"Gas"	918.33
"2015IndustryOverall totalGas"	2015	"Industry"	"Overall total"	"Gas"	8040.81
"2015TransportNon-heat purposesGas"	2015	"Transport"	"Non-heat purposes"	"Gas"	0
"2015TotalSpace heatingGas"	2015	"Total"	"Space heating"	"Gas"	25854.67
"2015TotalWater heatingGas"	2015	"Total"	"Water heating"	"Gas"	6743.32
"2015TotalCooking/cateringGas"	2015	"Total"	"Cooking/catering"	"Gas"	1191.74
"2015TotalProcess useGas"	2015	"Total"	"Process use"	"Gas"	5190.18
"2015TotalDrying/separationGas"	2015	"Total"	"Drying/separation"	"Gas"	938.06
"2015TotalHeat totalGas"	2015	"Total"	"Heat total"	"Gas"	39917.98
"2015TotalComputingGas"	2015	"Total"	"Computing"	"Gas"	0
"2015TotalCooling and ventilationGas"	2015	"Total"	"Cooling and ventilation"	"Gas"	2.44
"2015TotalLighting and appliancesGas"	2015	"Total"	"Lighting and appliances"	"Gas"	0
"2015TotalMotorsGas"	2015	"Total"	"Motors"	"Gas"	0
"2015TotalCompressed airGas"	2015	"Total"	"Compressed air"	"Gas"	0
"2015TotalRefrigerationGas"	2015	"Total"	"Refrigeration"	"Gas"	0
"2015TotalOtherGas"	2015	"Total"	"Other"	"Gas"	1513.58
"2015TotalTransportGas"	2015	"Total"	"Transport"	"Gas"	0
"2015TotalNon-heat totalGas"	2015	"Total"	"Non-heat total"	"Gas"	1516.02
"2015TotalOverall totalGas"	2015	"Total"	"Overall total"	"Gas"	41434
"2015TotalOverall total excluding transportGas"	2015	"Total"	"Overall total excluding transport"	"Gas"	41434
"2014DomesticSpace heatingGas"	2014	"Domestic"	"Space heating"	"Gas"	20401.89
"2014DomesticWater heatingGas"	2014	"Domestic"	"Water heating"	"Gas"	3538.44
"2014DomesticCooking/cateringGas"	2014	"Domestic"	"Cooking/catering"	"Gas"	452.7
"2014DomesticHeat totalGas"	2014	"Domestic"	"Heat total"	"Gas"	24393.03
"2014DomesticLighting and appliancesGas"	2014	"Domestic"	"Lighting and appliances"	"Gas"	0
"2014DomesticOverall totalGas"	2014	"Domestic"	"Overall total"	"Gas"	24393.03
"2014ServiceSpace heatingGas"	2014	"Service"	"Space heating"	"Gas"	5477.51
"2014ServiceWater heatingGas"	2014	"Service"	"Water heating"	"Gas"	1068.05
"2014ServiceCooking/cateringGas"	2014	"Service"	"Cooking/catering"	"Gas"	603.25
"2014ServiceHeat totalGas"	2014	"Service"	"Heat total"	"Gas"	7148.81
"2014ServiceComputingGas"	2014	"Service"	"Computing"	"Gas"	0
"2014ServiceCooling and ventilationGas"	2014	"Service"	"Cooling and ventilation"	"Gas"	23.78
"2014ServiceLightingGas"	2014	"Service"	"Lighting"	"Gas"	0
"2014ServiceOtherGas"	2014	"Service"	"Other"	"Gas"	116.35
"2014ServiceOverall totalGas"	2014	"Service"	"Overall total"	"Gas"	7288.93
"2014IndustrySpace heatingGas"	2014	"Industry"	"Space heating"	"Gas"	1031.14
"2014IndustryHigh temperature processGas"	2014	"Industry"	"High temperature process"	"Gas"	1648.96
"2014IndustryLow temperature processGas"	2014	"Industry"	"Low temperature process"	"Gas"	3480.82
"2014IndustryDrying/separationGas"	2014	"Industry"	"Drying/separation"	"Gas"	1235.64
"2014IndustryHeat totalGas"	2014	"Industry"	"Heat total"	"Gas"	7396.56
"2014IndustryMotorsGas"	2014	"Industry"	"Motors"	"Gas"	0
"2014IndustryCompressed airGas"	2014	"Industry"	"Compressed air"	"Gas"	0
"2014IndustryLightingGas"	2014	"Industry"	"Lighting"	"Gas"	0
"2014IndustryRefrigerationGas"	2014	"Industry"	"Refrigeration"	"Gas"	0
"2014IndustryOtherGas"	2014	"Industry"	"Other"	"Gas"	1001.21
"2014IndustryOverall totalGas"	2014	"Industry"	"Overall total"	"Gas"	8397.77
"2014TransportNon-heat purposesGas"	2014	"Transport"	"Non-heat purposes"	"Gas"	0
"2014TotalSpace heatingGas"	2014	"Total"	"Space heating"	"Gas"	26910.54
"2014TotalWater heatingGas"	2014	"Total"	"Water heating"	"Gas"	4606.49
"2014TotalCooking/cateringGas"	2014	"Total"	"Cooking/catering"	"Gas"	1055.95
"2014TotalProcess useGas"	2014	"Total"	"Process use"	"Gas"	5129.77
"2014TotalDrying/separationGas"	2014	"Total"	"Drying/separation"	"Gas"	1235.64
"2014TotalHeat totalGas"	2014	"Total"	"Heat total"	"Gas"	38938.4
"2014TotalComputingGas"	2014	"Total"	"Computing"	"Gas"	0
"2014TotalCooling and ventilationGas"	2014	"Total"	"Cooling and ventilation"	"Gas"	23.78
"2014TotalLighting and appliancesGas"	2014	"Total"	"Lighting and appliances"	"Gas"	0
"2014TotalMotorsGas"	2014	"Total"	"Motors"	"Gas"	0
"2014TotalCompressed airGas"	2014	"Total"	"Compressed air"	"Gas"	0
"2014TotalRefrigerationGas"	2014	"Total"	"Refrigeration"	"Gas"	0
"2014TotalOtherGas"	2014	"Total"	"Other"	"Gas"	1117.55
"2014TotalTransportGas"	2014	"Total"	"Transport"	"Gas"	0
"2014TotalNon-heat totalGas"	2014	"Total"	"Non-heat total"	"Gas"	1141.33
"2014TotalOverall totalGas"	2014	"Total"	"Overall total"	"Gas"	40079.73
"2014TotalOverall total excluding transportGas"	2014	"Total"	"Overall total excluding transport"	"Gas"	40079.73
"2013DomesticSpace heatingGas"	2013	"Domestic"	"Space heating"	"Gas"	24850.62
"2013DomesticWater heatingGas"	2013	"Domestic"	"Water heating"	"Gas"	4310.01
"2013DomesticCooking/cateringGas"	2013	"Domestic"	"Cooking/catering"	"Gas"	461.12
"2013DomesticHeat totalGas"	2013	"Domestic"	"Heat total"	"Gas"	29621.75
"2013DomesticLighting and appliancesGas"	2013	"Domestic"	"Lighting and appliances"	"Gas"	0
"2013DomesticOverall totalGas"	2013	"Domestic"	"Overall total"	"Gas"	29621.75
"2013ServiceSpace heatingGas"	2013	"Service"	"Space heating"	"Gas"	6528.03
"2013ServiceWater heatingGas"	2013	"Service"	"Water heating"	"Gas"	1272.09
"2013ServiceCooking/cateringGas"	2013	"Service"	"Cooking/catering"	"Gas"	716.76
"2013ServiceHeat totalGas"	2013	"Service"	"Heat total"	"Gas"	8516.88
"2013ServiceComputingGas"	2013	"Service"	"Computing"	"Gas"	0
"2013ServiceCooling and ventilationGas"	2013	"Service"	"Cooling and ventilation"	"Gas"	28.05
"2013ServiceLightingGas"	2013	"Service"	"Lighting"	"Gas"	0
"2013ServiceOtherGas"	2013	"Service"	"Other"	"Gas"	138.74
"2013ServiceOverall totalGas"	2013	"Service"	"Overall total"	"Gas"	8683.67
"2013IndustrySpace heatingGas"	2013	"Industry"	"Space heating"	"Gas"	1065.94
"2013IndustryHigh temperature processGas"	2013	"Industry"	"High temperature process"	"Gas"	1679.25
"2013IndustryLow temperature processGas"	2013	"Industry"	"Low temperature process"	"Gas"	3652.59
"2013IndustryDrying/separationGas"	2013	"Industry"	"Drying/separation"	"Gas"	1317.23
"2013IndustryHeat totalGas"	2013	"Industry"	"Heat total"	"Gas"	7715.01
"2013IndustryMotorsGas"	2013	"Industry"	"Motors"	"Gas"	0
"2013IndustryCompressed airGas"	2013	"Industry"	"Compressed air"	"Gas"	0
"2013IndustryLightingGas"	2013	"Industry"	"Lighting"	"Gas"	0
"2013IndustryRefrigerationGas"	2013	"Industry"	"Refrigeration"	"Gas"	0
"2013IndustryOtherGas"	2013	"Industry"	"Other"	"Gas"	1052.2
"2013IndustryOverall totalGas"	2013	"Industry"	"Overall total"	"Gas"	8767.21
"2013TransportNon-heat purposesGas"	2013	"Transport"	"Non-heat purposes"	"Gas"	0
"2013TotalSpace heatingGas"	2013	"Total"	"Space heating"	"Gas"	32444.6
"2013TotalWater heatingGas"	2013	"Total"	"Water heating"	"Gas"	5582.1
"2013TotalCooking/cateringGas"	2013	"Total"	"Cooking/catering"	"Gas"	1177.87
"2013TotalProcess useGas"	2013	"Total"	"Process use"	"Gas"	5331.84
"2013TotalDrying/separationGas"	2013	"Total"	"Drying/separation"	"Gas"	1317.23
"2013TotalHeat totalGas"	2013	"Total"	"Heat total"	"Gas"	45853.64
"2013TotalComputingGas"	2013	"Total"	"Computing"	"Gas"	0
"2013TotalCooling and ventilationGas"	2013	"Total"	"Cooling and ventilation"	"Gas"	28.05
"2013TotalLighting and appliancesGas"	2013	"Total"	"Lighting and appliances"	"Gas"	0
"2013TotalMotorsGas"	2013	"Total"	"Motors"	"Gas"	0
"2013TotalCompressed airGas"	2013	"Total"	"Compressed air"	"Gas"	0
"2013TotalRefrigerationGas"	2013	"Total"	"Refrigeration"	"Gas"	0
"2013TotalOtherGas"	2013	"Total"	"Other"	"Gas"	1190.94
"2013TotalTransportGas"	2013	"Total"	"Transport"	"Gas"	0
"2013TotalNon-heat totalGas"	2013	"Total"	"Non-heat total"	"Gas"	1218.99
"2013TotalOverall totalGas"	2013	"Total"	"Overall total"	"Gas"	47072.64
"2013TotalOverall total excluding transportGas"	2013	"Total"	"Overall total excluding transport"	"Gas"	47072.64
"2012DomesticSpace heatingGas"	2012	"Domestic"	"Space heating"	"Gas"	24960.49
"2012DomesticWater heatingGas"	2012	"Domestic"	"Water heating"	"Gas"	4025.07
"2012DomesticCooking/cateringGas"	2012	"Domestic"	"Cooking/catering"	"Gas"	522.62
"2012DomesticHeat totalGas"	2012	"Domestic"	"Heat total"	"Gas"	29508.18
